연도,캠페인유형,캠페인,광고그룹,"총비용(VAT포함,원)",노출수,클릭수,전환수,전환매출액(원),ROAS,CTR,CVR
2025,쇼핑검색,01.홈캠_PC@naver_shoppingsearch,1.B08_보안캠_PC@cpc_mc05,22880,3718,61,3,59900,2.618006993,0.01640667025,0.04918032787
2025,쇼핑검색,01.홈캠_PC@naver_shoppingsearch,1.B09_부모님캠_PC@cpc_mc05,108691,8408,165,5,84800,0.7801933923,0.01962416746,0.0303030303
2025,쇼핑검색,01.홈캠_PC@naver_shoppingsearch,1.B10_스마트캠_PC@cpc_mc05,385946,14409,307,27,763100,1.977219611,0.02130612811,0.08794788274
2025,쇼핑검색,02.커튼_MO@naver_shoppingsearch,1.A01_전동커튼_MO@cpc_curtainset,363792,37988,284,19,229000,0.6294805823,0.007476045067,0.06690140845
2025,쇼핑검색,02.커튼_MO@naver_shoppingsearch,1.A02_전동레일_MO@cpc_curtainset,1936,6148,4,0,0,0,0.0006506180872,0
2025,쇼핑검색,02.커튼_MO@naver_shoppingsearch,1.A02_커튼_MO@cpc_curtainset_h-s,4524828,882038,3828,86,21585630,4.770486304,0.004339949072,0.02246603971
2025,쇼핑검색,02.커튼_MO@naver_shoppingsearch,1.A03_커튼천_MO@cpc_cf20_h-s,67254,36166,168,4,809180,12.03170072,0.004645246917,0.02380952381
2025,쇼핑검색,02.커튼_MO@naver_shoppingsearch,1.B01_전동커튼_MO@cpc_curtainset,755689,63826,616,22,1134800,1.501675954,0.009651239307,0.03571428571
2025,쇼핑검색,02.커튼_MO@naver_shoppingsearch,1.B07_자동커튼_MO@cpc_curtainset,142692,3805,92,14,201700,1.413534045,0.02417871222,0.152173913
2025,쇼핑검색,02.커튼_MO@naver_shoppingsearch,2.B01_우드블라인드_MO@cpc_bw15,258236,105936,690,45,907700,3.515001781,0.006513366561,0.0652173913
2025,쇼핑검색,02.커튼_MO@naver_shoppingsearch,2.B02_블라인드_MO@cpc_bm23,1484637,78393,1929,29,1377600,0.9279035886,0.02460678887,0.01503369622
2025,쇼핑검색,02.커튼_PC@naver_shoppingsearch,1.A01_전동커튼_PC@cpc_curtainset,1065944,443407,892,200,2803900,2.630438372,0.002011695801,0.2242152466
2025,쇼핑검색,02.커튼_PC@naver_shoppingsearch,1.A01_커튼_PC@cpc_curtainset_h-s,2182158,520351,1663,43,14975010,6.862477419,0.003195919677,0.02585688515
2025,쇼핑검색,02.커튼_PC@naver_shoppingsearch,1.A02_전동레일_PC@cpc_curtainset,66,94,1,0,0,0,0.01063829787,0
2025,쇼핑검색,02.커튼_PC@naver_shoppingsearch,1.A02_커튼천_PC@cpc__h-s,30734,11408,91,1,173930,5.659204789,0.007976858345,0.01098901099
2025,쇼핑검색,02.커튼_PC@naver_shoppingsearch,2.B01_우드블라인드PC@cpc_bw15,1143021,162694,1032,29,4013500,3.511309066,0.00634319643,0.02810077519
2025,쇼핑검색,02.커튼_PC@naver_shoppingsearch,2.B02_블라인드PC@cpc_bm23,1366893,101076,938,22,882000,0.6452589925,0.009280145633,0.02345415778
2025,쇼핑검색,02.커튼남_MO@naver_shoppingsearch,1.A01_전동커튼_MO@cpc_curtainset,1122506,39102,867,81,3805500,3.390182324,0.02217277889,0.09342560554
2025,쇼핑검색,02.커튼남_MO@naver_shoppingsearch,1.A02_전동레일_MO@cpc_curtainset,0,714,0,0,0,0,0,0
2025,쇼핑검색,02.커튼남_MO@naver_shoppingsearch,1.A02_커튼_MO@cpc_curtainset_h-s,3093057,522034,2006,33,8602010,2.781070637,0.003842661589,0.01645064806
2025,쇼핑검색,02.커튼남_MO@naver_shoppingsearch,1.B01_전동커튼_MO@cpc_curtainset,363649,27458,317,78,2745600,7.550137633,0.01154490495,0.2460567823
2025,쇼핑검색,02.커튼남_MO@naver_shoppingsearch,1.B07_자동커튼_MO@cpc_curtainset,14157,760,11,0,0,0,0.01447368421,0
2025,쇼핑검색,02.커튼남_MO@naver_shoppingsearch,2.B01_우드블라인드_MO@cpc_bw15,39545,2798,109,0,0,0,0.03895639743,0
2025,쇼핑검색,02.커튼남_MO@naver_shoppingsearch,2.B02_블라인드_MO@cpc_bm23,4598,238,6,0,0,0,0.02521008403,0
2025,쇼핑검색,02.커튼남_PC@naver_shoppingsearch,1.A01_전동커튼_PC@cpc_curtainset,14542,74554,26,0,0,0,0.0003487405102,0
2025,쇼핑검색,02.커튼남_PC@naver_shoppingsearch,1.A01_커튼_PC@cpc_curtainset_h-s,461648,52947,254,6,1291800,2.798235885,0.00479725008,0.02362204724
2025,쇼핑검색,02.커튼남_PC@naver_shoppingsearch,1.A02_전동레일_PC@cpc_curtainset,792,6948,4,0,0,0,0.0005757052389,0
2025,쇼핑검색,02.커튼남_PC@naver_shoppingsearch,2.B01_우드블라인드PC@cpc_bw15,149809,11540,135,7,0,0,0.01169844021,0.05185185185
2025,쇼핑검색,02.커튼남_PC@naver_shoppingsearch,2.B02_블라인드PC@cpc_bm23,3124,172,2,0,0,0,0.01162790698,0
2025,쇼핑검색,02.커튼여_MO@naver_shoppingsearch,1.A01_전동커튼_MO@cpc_curtainset,577841,76144,387,51,880500,1.523775571,0.00508247531,0.1317829457
2025,쇼핑검색,02.커튼여_MO@naver_shoppingsearch,1.A02_전동레일_MO@cpc_curtainset,0,151,0,0,0,0,0,0
2025,쇼핑검색,02.커튼여_MO@naver_shoppingsearch,1.A02_커튼_MO@cpc_curtainset_h-s,663069,368066,882,8,1882810,2.83953857,0.002396309358,0.009070294785
2025,쇼핑검색,02.커튼여_MO@naver_shoppingsearch,1.B01_전동커튼_MO@cpc_curtainset,870419,182321,589,43,1958500,2.250065773,0.00323056587,0.07300509338
2025,쇼핑검색,02.커튼여_MO@naver_shoppingsearch,1.B07_자동커튼_MO@cpc_curtainset,946,590,1,0,0,0,0.001694915254,0
2025,쇼핑검색,02.커튼여_MO@naver_shoppingsearch,2.B01_우드블라인드_MO@cpc_bw15,12408,1498,34,0,0,0,0.02269692924,0
2025,쇼핑검색,02.커튼여_MO@naver_shoppingsearch,2.B02_블라인드_MO@cpc_bm23,2442,226,3,0,0,0,0.01327433628,0
2025,쇼핑검색,02.커튼여_PC@naver_shoppingsearch,1.A01_전동커튼_PC@cpc_curtainset,8899,11994,11,0,0,0,0.0009171252293,0
2025,쇼핑검색,02.커튼여_PC@naver_shoppingsearch,1.A01_커튼_PC@cpc_curtainset_h-s,11143,6233,16,0,0,0,0.002566982192,0
2025,쇼핑검색,02.커튼여_PC@naver_shoppingsearch,1.A02_전동레일_PC@cpc_curtainset,0,105,0,0,0,0,0,0
2025,쇼핑검색,02.커튼여_PC@naver_shoppingsearch,1.B07_자동커튼_PC@cpc_curtainset,0,1,0,0,0,0,0,0
2025,쇼핑검색,02.커튼여_PC@naver_shoppingsearch,2.B01_우드블라인드PC@cpc_bw15,50501,3200,45,0,0,0,0.0140625,0
2025,쇼핑검색,02.커튼여_PC@naver_shoppingsearch,2.B02_블라인드PC@cpc_bm23,1584,114,1,0,0,0,0.008771929825,0
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-1.라인LED_MO@cpc_ls06_h,2297042,702970,1875,246,4142300,1.803319225,0.002667254648,0.1312
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-1.라인LED_MO@cpc_ls06_h-s,718938,148598,654,23,2815900,3.916749428,0.004401135951,0.03516819572
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-2.전구_MO@cpc_lb03_h-s,946770,136487,1034,45,1696230,1.791596692,0.007575813081,0.04352030948
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-2.전구_MO@cpc_lb03r_h,2626712,230121,2579,300,4778000,1.819004139,0.01120714754,0.1163241566
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-3.무드등_MO@cpc_md08_h,1496308,481284,1823,197,4475800,2.991229079,0.003787784344,0.1080636314
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-3.무드등_MO@cpc_md08_h-s,799293,219023,1056,50,3210180,4.016274382,0.00482141145,0.04734848485
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-4.스타라이트_MO@cpc_sl24_h,765017,182863,1001,40,1138500,1.488202223,0.00547404341,0.03996003996
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-4.스타라이트_MO@cpc_sl24_h-s,128711,28487,195,10,446020,3.465282688,0.006845227648,0.05128205128
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-5.싱크라이트_MO@cpc_sy27_h,290576,56180,341,73,1741200,5.99223611,0.006069775721,0.2140762463
2025,쇼핑검색,03.조명_MO@naver_shoppingsearch,03-5.싱크라이트_MO@cpc_sy27_h-s,201454,137596,242,6,327650,1.626425884,0.001758772057,0.02479338843
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-1.라인LED_PC@cpc_ls06_h,437943,702516,484,50,1475200,3.368474893,0.0006889522801,0.1033057851
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-1.라인LED_PC@cpc_ls06_h-s,150535,64679,116,4,702720,4.668150264,0.001793472379,0.03448275862
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-2.전구_PC@cpc_lb03_h,1527702,175956,1384,253,2806900,1.837334768,0.007865602764,0.1828034682
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-2.전구_PC@cpc_lb03r_h-s,681186,216058,772,24,901260,1.323074755,0.003573114627,0.0310880829
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-3.무드등_PC@cpc_md08_h,657151,216032,633,116,2960290,4.504733311,0.002930121463,0.1832543444
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-3.무드등_PC@cpc_md08_h-s,49940,41619,102,8,381100,7.631157389,0.002450803719,0.07843137255
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-4.스타라이트_MO@cpc_sl24,385,175,1,0,0,0,0.005714285714,0
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-4.스타라이트_PC@cpc_sl24_h,19195,16594,42,1,0,0,0.002531035314,0.02380952381
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-4.스타라이트_PC@cpc_sl24_h-s,28160,10353,44,2,99800,3.544034091,0.004249975852,0.04545454545
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-5.싱크라이트_PC@cpc_sy27_h,65164,17967,110,28,476600,7.313854275,0.006122335393,0.2545454545
2025,쇼핑검색,03.조명_PC@naver_shoppingsearch,03-5.싱크라이트_PC@cpc_sy27_h-s,72468,35660,87,4,183400,2.530772203,0.002439708357,0.04597701149
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-1.스마트온습도계_MO@cpc_th14_h,1756843,89747,1431,294,2961620,1.685762473,0.01594482267,0.2054507338
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-1.스마트온습도계_MO@cpc_th14_h-s,2734358,71290,2669,123,7321710,2.67767059,0.03743863094,0.04608467591
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-2.온습도센서_MO@cpc_th02_h,447920,34612,495,30,262180,0.5853277371,0.01430139836,0.06060606061
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-2.온습도센서_MO@cpc_th02_h-s,297253,74641,475,9,415860,1.399010271,0.006363794697,0.01894736842
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-3.냉장고온습도계_MO@cpc_th25_h,2464,320,12,9,224900,91.27435065,0.0375,0.75
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-4.도어센서_MO@cpc_do02_h,116512,27664,380,142,964440,8.277602307,0.01373626374,0.3736842105
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-4.도어센서_MO@cpc_do02_h-s,661419,36731,1034,57,2404770,3.635773995,0.02815060848,0.05512572534
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-5.모션센서_MO@cpc_mo02_h,359447,24678,573,23,223660,0.6222335977,0.02321906151,0.04013961606
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-5.모션센서_MO@cpc_mo02_h-s,302038,30320,297,9,967020,3.201650123,0.009795514512,0.0303030303
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-6.스마트사이렌_MO@cpc_sa14_h,8085,6695,24,1,0,0,0.00358476475,0.04166666667
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-7.화재감지센서_MO@cpc_ss26_h,34903,3133,79,0,0,0,0.02521544845,0
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-7.화재감지센서_MO@cpc_ss26_h-s,62953,14304,201,3,320900,5.097453656,0.01405201342,0.01492537313
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-8.가스감지센서_MO@cpc_gs26_h,5896,1796,11,0,0,0,0.006124721604,0
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-8.가스감지센서_MO@cpc_gs26_h-s,20218,6783,35,0,0,0,0.00515995872,0
2025,쇼핑검색,04.센서_MO@naver_shoppingsearch,04-9.누수감지센서_MO@cpc_ws26_h-s,264,223,3,0,0,0,0.0134529148,0
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-1.스마트온습도계_PC@cpc_th14_h,967901,106475,1135,292,4879230,5.041042421,0.01065977929,0.2572687225
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-1.스마트온습도계_PC@cpc_th14_h-s,6534,4656,68,2,59800,9.152127334,0.014604811,0.02941176471
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-2.온습도센서_PC@cpc_th02_h,921008,142731,1098,120,1265020,1.373516842,0.007692792736,0.1092896175
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-2.온습도센서_PC@cpc_th02_h-s,79101,20951,159,2,277300,3.505644682,0.007589136557,0.01257861635
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-3.냉장고온습도계_PC@cpc_th25_h,167541,36025,260,35,1761490,10.51378469,0.007217210271,0.1346153846
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-4.도어센서_PC@cpc_do02_h,581460,40954,839,93,998450,1.717143054,0.02048639937,0.1108462455
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-4.도어센서_PC@cpc_do02_h-s,44352,22292,89,8,777290,17.52547799,0.003992463664,0.08988764045
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-5.모션센서_PC@cpc_mo02_h,624184,40152,679,38,226980,0.363642772,0.01691073919,0.0559646539
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-5.모션센서_PC@cpc_mo02_h-s,53328,21942,67,2,282300,5.293654365,0.003053504694,0.02985074627
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-6.스마트사이렌_MO@cpc_sa14_h,66143,20485,199,18,431180,6.518906007,0.009714425189,0.09045226131
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-7.화재감지센서_PC@cpc_ss26_h,131252,13256,193,13,200700,1.529119556,0.01455944478,0.06735751295
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-7.화재감지센서_PC@cpc_ss26_h-s,178288,36845,229,4,617100,3.461253702,0.006215225947,0.01746724891
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-8.가스감지센서_PC@cpc_gs26_h,6116,2841,11,0,0,0,0.0038718761,0
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-9.누수감지센서_PC@cpc_ws26_h,120252,7650,172,8,139700,1.16172704,0.02248366013,0.04651162791
2025,쇼핑검색,04.센서_PC@naver_shoppingsearch,04-9.누수감지센서_PC@cpc_ws26_h-s,2200,194,4,0,0,0,0.0206185567,0
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-3.플러그_MO@cpc_ep1_h-s,2296646,196505,2142,254,10772440,4.690509552,0.01090048599,0.1185807656
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-3.플러그_MO@cpc_ep2_h,2772825,276816,2910,579,12025900,4.337056973,0.01051239813,0.1989690722
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-3.플러그_MO@cpc_ep3_h-s,6367086,449878,7460,898,32186760,5.055179088,0.01658227342,0.1203753351
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-4.멀티탭_MO@cpc_ps03_h,1288782,248142,1064,95,2734500,2.121770788,0.004287867431,0.08928571429
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-4.멀티탭_MO@cpc_ps03_h-s,631752,166985,685,50,2405250,3.807269308,0.004102164865,0.07299270073
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-4.푸시봇_MO@cpc_fb42_h,8517641,384151,9130,1349,21941880,2.57605128,0.02376669591,0.147754655
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-4.푸시봇_MO@cpc_fb42_h-s,2057187,140211,2048,105,7272080,3.534963034,0.01460655726,0.05126953125
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-5. 멀티어댑터_MO@cpc_ma481_h,609895,175048,439,31,239200,0.3921986571,0.002507883552,0.07061503417
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-6. 피카스위치_MO@cpc_sw012_h,222167,14130,284,49,770700,3.469012049,0.02009907997,0.1725352113
2025,쇼핑검색,05.전원_MO@naver_shoppingsearch,05-6.플러그_MO@cpc_pg192_h-s,129459,11265,179,8,405600,3.133038259,0.01588992455,0.04469273743
2025,쇼핑검색,05.전원_PC@naver_shoppingsearch,05-3.플러그_PC@cpc_ep1_h-s,76516,41553,116,9,238900,3.122222803,0.002791615527,0.0775862069
2025,쇼핑검색,05.전원_PC@naver_shoppingsearch,05-3.플러그_PC@cpc_ep2_h,683375,67697,788,170,2774000,4.059264679,0.01164010222,0.2157360406
