월,캠페인,"총비용(VAT포함,원)",노출수,클릭수,전환수,전환매출액(원),ROAS,CTR,CVR
2025-04,09.센서_확장_MO@naver_powerlink,9471,4537,28,1,29900,3.157005596029986,0.006171478950848578,0.03571428571428571
2025-04,09.센서_확장_PC@naver_powerlink,704,1455,3,0,0,0.0,0.002061855670103093,0.0
2025-05,00.브랜드_MO@naver_powerlink,507364,52636,777,231,4730310,9.323306344163164,0.01476176001215898,0.2972972972972973
2025-05,00.브랜드_PC@naver_powerlink,309331,21556,523,130,4426610,14.310269581774863,0.02426238634254964,0.248565965583174
2025-05,00.브랜드형@naver_shoppingbrand,1320,114,4,0,0,0.0,0.03508771929824561,0.0
2025-05,00.자상호_MO@naver_shoppingsearch,16788827,310179,8178,2734,48665690,2.8986950666654674,0.026365421256758195,0.3343115676204451
2025-05,00.자상호_PC@naver_shoppingsearch,3952938,78578,1887,513,11149700,2.8206108975147095,0.02401435516302273,0.2718600953895072
2025-05,01.브랜드형_쇼검@naver_shoppingbrand,309309,471571,466,10,875600,2.8308261317970054,0.0009881862964431654,0.02145922746781116
2025-05,01.신규 자사명@naver_brandsearch,0,67367,23879,10296,172082100,0.0,0.35446138316980125,0.43117383475019894
2025-05,01.펫_MO@naver_shoppingbrand,236412,173037,347,4,200000,0.8459807454782329,0.0020053514566248836,0.011527377521613832
2025-05,01.펫_PC@naver_shoppingbrand,671,33535,2,0,0,0.0,5.963918294319368e-05,0.0
2025-05,01.홈카메라_메인_MO@naver_powerlink,1131779,51915,723,128,1550370,1.3698522414711707,0.013926610806125398,0.17704011065006917
2025-05,01.홈카메라_메인_PC@naver_powerlink,68277,12004,87,4,303400,4.443663312682163,0.00724758413862046,0.04597701149425287
2025-05,01.홈카메라_쿠팡_MO@naver_powerlink,3466254,403427,2533,377,7727420,2.2293288374135307,0.006278707176267329,0.14883537307540465
2025-05,01.홈카메라_쿠팡_PC@naver_powerlink,722106,273399,553,129,881610,1.2208872381617104,0.002022684794018998,0.2332730560578662
2025-05,01.홈카메라_확장_MO@naver_powerlink,336809,24470,420,17,1158500,3.439634926620132,0.0171638741315897,0.04047619047619048
2025-05,01.홈카메라_확장_PC@naver_powerlink,81334,8254,114,21,381600,4.691764821599823,0.013811485340440998,0.18421052631578946
2025-05,01.홈캠_MO@naver_shoppingsearch,14190319,293769,6954,1534,33702200,2.3750135567776876,0.023671660386221826,0.22059246476847857
2025-05,01.홈캠_PC@naver_shoppingsearch,2060718,83957,1179,224,6800690,3.3001555768426343,0.014042902914587228,0.18999151823579305
2025-05,02.로봇청소기_메인_MO@naver_powerlink,21692,7842,22,0,0,0.0,0.0028054067839836778,0.0
2025-05,02.로봇청소기_메인_PC@naver_powerlink,1595,26483,2,0,0,0.0,7.55201449986784e-05,0.0
2025-05,02.로봇청소기_확장_MO@naver_powerlink,495,386,2,0,0,0.0,0.0051813471502590676,0.0
2025-05,02.로봇청소기_확장_PC@naver_powerlink,2915,438,4,0,0,0.0,0.0091324200913242,0.0
2025-05,02.커튼_MO@naver_shoppingsearch,299728,30142,420,2,253900,0.8471013719105323,0.013934045517882025,0.004761904761904762
2025-05,02.커튼_PC@naver_shoppingsearch,437228,51469,378,13,1837900,4.203527678922668,0.007344226621850046,0.03439153439153439
2025-05,03.반려_메인_MO@naver_powerlink,619102,55163,723,48,1011600,1.6339795381051911,0.013106611315555716,0.06639004149377593
2025-05,03.반려_메인_PC@naver_powerlink,84359,22821,116,14,232200,2.752521959719769,0.005083037553130889,0.1206896551724138
2025-05,03.반려_확장_MO@naver_powerlink,202301,22720,273,1,0,0.0,0.012015845070422535,0.003663003663003663
2025-05,03.반려_확장_PC@naver_powerlink,101750,12489,108,1,57700,0.567076167076167,0.008647609896709103,0.009259259259259259
2025-05,03.조명_MO@naver_shoppingsearch,913759,184678,948,75,1409000,1.541982076236732,0.005133258969666122,0.07911392405063292
2025-05,03.조명_PC@naver_shoppingsearch,264924,195928,283,17,343900,1.298108136673159,0.0014444081499326283,0.06007067137809187
2025-05,04.리모컨허브_메인_MO@naver_powerlink,191169,37197,144,16,180500,0.9441907422228499,0.0038712799419308008,0.1111111111111111
2025-05,04.리모컨허브_메인_PC@naver_powerlink,10120,16996,22,0,0,0.0,0.0012944222169922334,0.0
2025-05,04.리모컨허브_확장_MO@naver_powerlink,53504,12506,97,21,143600,2.6839114832535884,0.007756276987046218,0.21649484536082475
2025-05,04.리모컨허브_확장_PC@naver_powerlink,73051,3980,42,7,42800,0.5858920480212454,0.010552763819095477,0.16666666666666666
2025-05,04.센서_PC@naver_shoppingsearch,435083,57961,600,46,538190,1.23698236888134,0.01035178827142389,0.07666666666666666
2025-05,05.전원_MO@naver_shoppingsearch,1399178,199290,1592,187,4853500,3.4688224085856123,0.00798835867329018,0.11746231155778894
2025-05,05.전원_PC@naver_shoppingsearch,500720,47225,546,68,2187600,4.368908771369228,0.011561672842773955,0.12454212454212454
2025-05,05.커튼set_메인_MO@naver_powerlink,3311935,84604,1507,67,2358300,0.7120610760778819,0.017812396576993995,0.04445919044459191
2025-05,05.커튼set_메인_PC@naver_powerlink,285439,42471,263,43,2511000,8.796975886266418,0.006192460737915283,0.1634980988593156
2025-05,05.커튼set_확장_MO@naver_powerlink,24475,3240,65,8,598600,24.457609805924413,0.020061728395061727,0.12307692307692308
2025-05,05.커튼set_확장_PC@naver_powerlink,10659,3782,17,0,0,0.0,0.004494976203067161,0.0
2025-05,06.멀티탭_메인_MO@naver_powerlink,186901,75948,179,2,0,0.0,0.002356875757096961,0.0111731843575419
2025-05,06.멀티탭_메인_PC@naver_powerlink,25971,37960,36,4,84100,3.23822725347503,0.0009483667017913594,0.1111111111111111
2025-05,07.MO_new전환@naver_powerlink,221782,35793,249,5,93300,0.42068337376342535,0.006956667504819378,0.020080321285140562
2025-05,07.PC_new전환@naver_powerlink,91432,11360,105,8,49900,0.5457607839706011,0.009242957746478873,0.0761904761904762
2025-05,07.반려_MO@naver_shoppingsearch,1132659,508096,1151,112,3059200,2.70090115383359,0.002265319939538985,0.09730668983492616
2025-05,07.반려_PC@naver_shoppingsearch,152999,227918,176,17,208700,1.3640612030143988,0.000772207548328785,0.09659090909090909
2025-05,08.리빙_MO@naver_shoppingsearch,709995,69586,761,104,1343300,1.891985154825034,0.010936107837783463,0.1366622864651774
2025-05,08.리빙_PC@naver_shoppingsearch,323829,56717,366,75,927400,2.8638571591796906,0.006453091665638168,0.20491803278688525
2025-05,08.전원_메인_MO@naver_powerlink,259776,42325,316,9,323300,1.2445337521557034,0.0074660366213821616,0.028481012658227847
2025-05,08.전원_메인_PC@naver_powerlink,90123,21385,119,3,15900,0.1764255517459472,0.005564648117839607,0.025210084033613446
2025-05,08.전원_확장_MO@naver_powerlink,2486,506,8,2,31800,12.791633145615446,0.015810276679841896,0.25
2025-05,08.전원_확장_PC@naver_powerlink,2013,232,5,0,0,0.0,0.021551724137931036,0.0
2025-05,09.센서_메인_MO@naver_powerlink,17347,1618,35,7,111600,6.433389058626852,0.021631644004944377,0.2
2025-05,09.센서_메인_PC@naver_powerlink,13915,1858,34,1,29900,2.1487603305785123,0.01829924650161464,0.029411764705882353
2025-05,09.센서_확장_MO@naver_powerlink,7381,5252,21,1,59800,8.101883213656686,0.003998476770753999,0.047619047619047616
2025-05,09.센서_확장_PC@naver_powerlink,891,1187,2,0,0,0.0,0.0016849199663016006,0.0
2025-06,00.브랜드_MO@naver_powerlink,1248643,57579,1592,478,8407550,6.733349724460875,0.027648969242258462,0.30025125628140703
2025-06,00.브랜드_PC@naver_powerlink,387068,20579,691,244,4232900,10.935804561472402,0.03357791923805822,0.35311143270622286
2025-06,00.브랜드형@naver_shoppingbrand,0,3,0,0,0,,0.0,
2025-06,00.자상호_MO@naver_shoppingsearch,14255582,280476,7194,2472,53981160,3.7866682679107733,0.025649253412056646,0.34361968306922436
2025-06,00.자상호_PC@naver_shoppingsearch,3711158,76610,1737,556,13652360,3.6787331609163503,0.022673280250620022,0.3200921128382268
2025-06,01.브랜드형_쇼검@naver_shoppingbrand,315238,429145,540,13,2944540,9.340688622564539,0.0012583159538151441,0.024074074074074074
2025-06,01.신규 자사명@naver_brandsearch,0,72606,23216,9128,152210900,0.0,0.31975318844172657,0.39317711922811854
2025-06,01.음처기_MO@naver_shoppingbrand,562485,306183,223,0,0,0.0,0.0007283226044555054,0.0
2025-06,01.음처기_PC@naver_shoppingbrand,12694,32533,4,0,0,0.0,0.00012295207942704332,0.0
2025-06,01.펫_MO@naver_shoppingbrand,241560,156277,401,5,144300,0.5973671137605564,0.0025659566026990537,0.012468827930174564
2025-06,01.펫_PC@naver_shoppingbrand,2343,17877,6,0,0,0.0,0.0003356267830172848,0.0
2025-06,01.홈카메라_메인_MO@naver_powerlink,1436424,50336,953,140,2639100,1.837270889375282,0.018932771773680863,0.14690451206715635
2025-06,01.홈카메라_메인_PC@naver_powerlink,57145,12415,70,8,141500,2.476157144107096,0.005638340716874748,0.11428571428571428
2025-06,01.홈카메라_쿠팡_MO@naver_powerlink,3521694,366147,2930,439,9936770,2.8215881334380555,0.008002250462246037,0.14982935153583618
2025-06,01.홈카메라_쿠팡_PC@naver_powerlink,1073391,254620,758,87,2084290,1.941780767679252,0.0029769853114445057,0.11477572559366754
2025-06,01.홈카메라_확장_MO@naver_powerlink,335258,21577,377,32,1201500,3.5838070978172034,0.017472308476618622,0.08488063660477453
2025-06,01.홈카메라_확장_PC@naver_powerlink,96008,7302,100,26,392000,4.082993083909674,0.013694878115584772,0.26
2025-06,01.홈캠_MO@naver_shoppingsearch,10452277,950810,5471,1421,37425120,3.5805710085945868,0.0057540412911096855,0.25973313836592943
2025-06,01.홈캠_PC@naver_shoppingsearch,2297251,262988,1606,287,12367570,5.383638966747648,0.006106742512966371,0.17870485678704856
2025-06,02.로봇청소기_메인_MO@naver_powerlink,686279,40634,287,9,0,0.0,0.007063050647241226,0.0313588850174216
2025-06,02.로봇청소기_메인_PC@naver_powerlink,388674,44927,193,0,0,0.0,0.004295857724753489,0.0
2025-06,02.커튼_MO@naver_shoppingsearch,305701,30538,463,4,940900,3.077844037147409,0.015161438208134127,0.008639308855291577
2025-06,02.커튼_PC@naver_shoppingsearch,300971,26010,251,1,229000,0.7608706486671474,0.009650134563629374,0.00398406374501992
2025-06,03.반려_메인_MO@naver_powerlink,878064,60598,860,53,935700,1.0656398622423877,0.014191887521040298,0.06162790697674419
2025-06,03.반려_메인_PC@naver_powerlink,85426,19629,114,9,201000,2.3529136328518248,0.005807733455601406,0.07894736842105263
2025-06,03.반려_확장_MO@naver_powerlink,204226,18244,250,6,57700,0.2825301381802513,0.013703135277351458,0.024
2025-06,03.반려_확장_PC@naver_powerlink,112739,6872,95,2,338700,3.004284231721055,0.013824214202561117,0.021052631578947368
2025-06,03.조명_MO@naver_shoppingsearch,876458,174349,880,71,2361330,2.694173594171084,0.005047347561500209,0.08068181818181819
2025-06,03.조명_PC@naver_shoppingsearch,356202,261638,376,51,547300,1.5364877232581513,0.0014371001154266582,0.1356382978723404
2025-06,04.리모컨허브_메인_MO@naver_powerlink,478720,42564,329,82,775700,1.6203626336898396,0.007729536697678789,0.24924012158054712
2025-06,04.리모컨허브_메인_PC@naver_powerlink,13750,21628,28,3,62700,4.56,0.0012946180876641392,0.10714285714285714
2025-06,04.리모컨허브_확장_MO@naver_powerlink,158411,18633,199,19,208100,1.3136713990821345,0.01067997638598186,0.09547738693467336
2025-06,04.리모컨허브_확장_PC@naver_powerlink,115687,5604,79,11,84800,0.7330123522954178,0.01409707351891506,0.13924050632911392
2025-06,04.센서_PC@naver_shoppingsearch,469425,45007,616,99,2136940,4.5522500931991265,0.013686759837358634,0.16071428571428573
2025-06,05.전원_MO@naver_shoppingsearch,1764169,238310,1754,248,6608260,3.7458202700534926,0.00736016113465654,0.14139110604332952
2025-06,05.전원_PC@naver_shoppingsearch,346929,45878,365,79,1873500,5.400240395008777,0.007955882994027639,0.21643835616438356
2025-06,05.커튼set_메인_MO@naver_powerlink,3125540,77283,1358,46,1265100,0.40476205711653024,0.01757178163373575,0.033873343151693665
2025-06,05.커튼set_메인_PC@naver_powerlink,454377,31282,337,8,817700,1.7996069343298626,0.010772968480276196,0.02373887240356083
2025-06,05.커튼set_확장_MO@naver_powerlink,28534,3388,84,15,241100,8.44956893530525,0.024793388429752067,0.17857142857142858
2025-06,05.커튼set_확장_PC@naver_powerlink,11572,1157,19,0,0,0.0,0.016421780466724288,0.0
2025-06,06.멀티탭_메인_MO@naver_powerlink,327393,87625,382,1,59900,0.18296053977940885,0.004359486447931526,0.002617801047120419
2025-06,06.멀티탭_메인_PC@naver_powerlink,32890,29556,48,0,0,0.0,0.0016240357287860333,0.0
2025-06,07.MO_new전환@naver_powerlink,180598,28298,221,8,0,0.0,0.007809739204184042,0.03619909502262444
2025-06,07.PC_new전환@naver_powerlink,66715,11899,78,1,0,0.0,0.006555172703588537,0.01282051282051282
2025-06,07.반려_MO@naver_shoppingsearch,1523841,595331,1553,170,5122200,3.3613743166117724,0.002608632844585617,0.10946555054732775
2025-06,07.반려_PC@naver_shoppingsearch,202774,198544,222,32,1056900,5.212206693165791,0.0011181400596341365,0.14414414414414414
2025-06,08.리빙_MO@naver_shoppingsearch,592812,39985,766,231,2779900,4.689345020006343,0.019157183943978993,0.30156657963446476
2025-06,08.리빙_PC@naver_shoppingsearch,589765,84729,829,141,3547680,6.015412918704908,0.009784135301962728,0.1700844390832328
2025-06,08.전원_메인_MO@naver_powerlink,315579,39419,372,36,442500,1.4021845560065784,0.009437073492478246,0.0967741935483871
2025-06,08.전원_메인_PC@naver_powerlink,97328,20340,132,11,209800,2.155597566989972,0.006489675516224189,0.08333333333333333
2025-06,08.전원_확장_MO@naver_powerlink,3300,952,10,0,0,0.0,0.01050420168067227,0.0
2025-06,08.전원_확장_PC@naver_powerlink,2189,366,5,0,0,0.0,0.01366120218579235,0.0
2025-06,09.로청_MO@naver_shoppingbrand,731511,63384,276,6,1356000,1.8536973469981997,0.004354411207875805,0.021739130434782608
2025-06,09.로청_PC@naver_shoppingbrand,2244,830,1,0,0,0.0,0.0012048192771084338,0.0
2025-06,09.센서_메인_MO@naver_powerlink,62381,2428,90,19,495290,7.939757297895192,0.03706754530477759,0.2111111111111111
2025-06,09.센서_메인_PC@naver_powerlink,16192,1736,39,0,0,0.0,0.022465437788018433,0.0
2025-06,09.센서_확장_MO@naver_powerlink,8701,4717,35,1,0,0.0,0.007419970320118719,0.02857142857142857
2025-06,09.센서_확장_PC@naver_powerlink,2299,1168,5,0,0,0.0,0.004280821917808219,0.0
2025-06,음처기_MO@naver_powerlink,11337315,249481,3218,37,4400610,0.38815275045281883,0.012898777862843262,0.011497824735860782
2025-06,음처기_MO@naver_shoppingsearch,3595966,486065,1298,19,6287900,1.7485982904176514,0.0026704247374322366,0.014637904468412942
2025-06,음처기_PC@naver_powerlink,1674486,87284,482,10,2633400,1.5726617003665602,0.00552220338206315,0.02074688796680498
2025-06,음처기_PC@naver_shoppingsearch,668107,362166,315,5,1792300,2.682654125761293,0.000869766902470138,0.015873015873015872
2025-06,음처기공식몰MO@naver_shoppingsearch,12884300,857924,2857,94,10553400,0.8190899001109878,0.003330131806546967,0.03290164508225411
2025-06,음처기공식몰PC@naver_shoppingsearch,1315545,1002601,513,13,2513700,1.9107670205124112,0.0005116691485446354,0.025341130604288498
2025-07,00.브랜드_MO@naver_powerlink,1732566,78586,1997,696,10874900,6.276759442353134,0.02541165093019113,0.3485227841762644
2025-07,00.브랜드_PC@naver_powerlink,411499,24656,786,295,7671980,18.643982123893377,0.031878650227125244,0.3753180661577608
2025-07,00.브랜드형@naver_shoppingbrand,0,13,0,0,0,,0.0,
2025-07,00.자상호_MO@naver_shoppingsearch,13710763,274965,6595,3614,64146790,4.678571863579,0.023984870801738403,0.5479909021986353
2025-07,00.자상호_PC@naver_shoppingsearch,3603138,82759,1707,696,17546790,4.86986343570521,0.020626155463454126,0.4077328646748682
2025-07,01.브랜드형_쇼검@naver_shoppingbrand,278212,446911,506,13,966300,3.473250614639196,0.001132216481581344,0.025691699604743084
2025-07,01.신규 자사명@naver_brandsearch,0,87909,30551,14309,226334090,0.0,0.3475298319853485,0.46836437432489936
2025-07,01.음처기_MO@naver_shoppingbrand,1033967,538031,451,3,1077300,1.0419094613271023,0.0008382416626551259,0.0066518847006651885
2025-07,01.음처기_PC@naver_shoppingbrand,22539,58453,12,0,0,0.0,0.00020529314149829778,0.0
2025-07,01.펫_MO@naver_shoppingbrand,131769,123142,259,8,385700,2.927092108158975,0.0021032628997417614,0.03088803088803089
2025-07,01.펫_PC@naver_shoppingbrand,660,16329,2,0,0,0.0,0.0001224814746769551,0.0
2025-07,01.홈카메라_메인_MO@naver_powerlink,1673111,43957,1033,177,3760310,2.247495832613616,0.023500238869804582,0.1713455953533398
2025-07,01.홈카메라_메인_PC@naver_powerlink,61116,9305,67,16,0,0.0,0.007200429876410532,0.23880597014925373
2025-07,01.홈카메라_쿠팡_MO@naver_powerlink,3750098,351621,2837,592,9278920,2.4743140045940133,0.008068346316061896,0.20867113147691224
2025-07,01.홈카메라_쿠팡_PC@naver_powerlink,1241768,145406,981,134,1574100,1.267628091559776,0.006746626686656672,0.1365953109072375
2025-07,01.홈카메라_확장_MO@naver_powerlink,385352,21002,404,75,1557210,4.041006664037036,0.019236263213027332,0.18564356435643564
2025-07,01.홈카메라_확장_PC@naver_powerlink,82324,8399,94,26,234700,2.8509304698508333,0.011191808548636743,0.2765957446808511
2025-07,01.홈캠_MO@naver_shoppingsearch,9114787,240827,4800,1506,35857020,3.933939432704242,0.019931319993190134,0.31375
2025-07,01.홈캠_PC@naver_shoppingsearch,2193686,119431,1419,334,13605510,6.202122819765454,0.011881337341226315,0.23537702607470048
2025-07,02.로봇청소기_메인_MO@naver_powerlink,1225114,46395,396,0,0,0.0,0.008535402521823473,0.0
2025-07,02.로봇청소기_메인_PC@naver_powerlink,499433,50281,211,1,678000,1.3575394497360007,0.004196416141285973,0.004739336492890996
2025-07,02.커튼_MO@naver_shoppingsearch,481371,124109,789,33,3215900,6.680709889046079,0.006357314940898726,0.04182509505703422
2025-07,02.커튼_PC@naver_shoppingsearch,396693,35926,410,15,6071600,15.305538539878444,0.011412347603407003,0.036585365853658534
2025-07,03.반려_메인_MO@naver_powerlink,894476,61450,937,33,1308200,1.462532253520497,0.015248169243287226,0.035218783351120594
2025-07,03.반려_메인_PC@naver_powerlink,127457,18415,176,6,324400,2.5451720972563296,0.009557426011403747,0.03409090909090909
2025-07,03.반려_확장_MO@naver_powerlink,248875,15780,306,11,257500,1.0346559517830236,0.019391634980988594,0.03594771241830065
2025-07,03.반려_확장_PC@naver_powerlink,108438,6797,109,0,0,0.0,0.01603648668530234,0.0
2025-07,03.조명_MO@naver_shoppingsearch,644732,117319,641,90,1836700,2.8487805785969984,0.005463735626795319,0.14040561622464898
2025-07,03.조명_PC@naver_shoppingsearch,253517,63916,253,30,592200,2.3359380238800553,0.0039583202953876965,0.11857707509881422
2025-07,04.리모컨허브_메인_MO@naver_powerlink,734261,34656,399,79,845800,1.1519064746731749,0.011513157894736841,0.19799498746867167
2025-07,04.리모컨허브_메인_PC@naver_powerlink,24871,13049,51,22,339600,13.654456998110248,0.003908345467085601,0.43137254901960786
2025-07,04.리모컨허브_확장_MO@naver_powerlink,181082,21954,257,131,749050,4.136523784804674,0.011706294980413591,0.5097276264591439
2025-07,04.리모컨허브_확장_PC@naver_powerlink,122133,6572,106,9,157700,1.2912153144522773,0.016129032258064516,0.08490566037735849
2025-07,04.센서_MO@naver_shoppingsearch,818477,37081,793,157,2629530,3.2127109252917307,0.02138561527466897,0.19798234552332913
2025-07,04.센서_PC@naver_shoppingsearch,474980,33632,573,91,2522810,5.311402585372016,0.017037345385347288,0.15881326352530542
2025-07,05.전원_MO@naver_shoppingsearch,1636580,131465,1592,289,8974880,5.483923792298574,0.012109686988932415,0.1815326633165829
2025-07,05.전원_PC@naver_shoppingsearch,369479,36794,404,64,1445200,3.9114536956092225,0.010980051095287276,0.15841584158415842
2025-07,05.커튼set_메인_MO@naver_powerlink,3265328,72461,1430,253,4397100,1.3466028527608864,0.01973475386759774,0.17692307692307693
2025-07,05.커튼set_메인_PC@naver_powerlink,425392,17967,325,108,3280700,7.712180765035543,0.018088718205599152,0.3323076923076923
2025-07,05.커튼set_확장_MO@naver_powerlink,26521,4434,68,3,1260500,47.52837374156329,0.015336039693279206,0.04411764705882353
2025-07,05.커튼set_확장_PC@naver_powerlink,5346,717,7,1,0,0.0,0.009762900976290097,0.14285714285714285
2025-07,06.멀티탭_메인_MO@naver_powerlink,497376,95062,476,0,0,0.0,0.005007258420820096,0.0
2025-07,06.멀티탭_메인_PC@naver_powerlink,59213,36259,81,4,19900,0.33607484842855456,0.0022339281281888636,0.04938271604938271
2025-07,07.MO_new전환@naver_powerlink,191587,28527,220,19,84700,0.44209680197508183,0.007711992147789813,0.08636363636363636
2025-07,07.PC_new전환@naver_powerlink,57244,15808,66,0,0,0.0,0.004175101214574899,0.0
2025-07,07.반려_MO@naver_shoppingsearch,824956,205918,841,143,4207500,5.10027201450744,0.004084150001456891,0.1700356718192628
2025-07,07.반려_PC@naver_shoppingsearch,212938,153838,223,61,897700,4.215781119386864,0.0014495768275718612,0.273542600896861
2025-07,08.리빙_MO@naver_shoppingsearch,1383184,68507,1610,348,5085190,3.6764378419646264,0.023501248047644765,0.21614906832298136
2025-07,08.리빙_PC@naver_shoppingsearch,611985,63165,888,292,6704080,10.954647581231566,0.014058418427926858,0.32882882882882886
2025-07,08.전원_메인_MO@naver_powerlink,784586,73420,772,43,734780,0.9365193872947006,0.010514846090983384,0.05569948186528497
2025-07,08.전원_메인_PC@naver_powerlink,290059,45685,323,46,736500,2.539138589045677,0.007070154317609718,0.14241486068111456
2025-07,08.전원_확장_MO@naver_powerlink,3168,805,8,0,0,0.0,0.009937888198757764,0.0
2025-07,08.전원_확장_PC@naver_powerlink,1694,484,5,0,0,0.0,0.010330578512396695,0.0
2025-07,09.로청_MO@naver_shoppingbrand,155419,16162,48,0,0,0.0,0.0029699294641752257,0.0
2025-07,09.센서_메인_MO@naver_powerlink,167948,3919,159,22,357900,2.131016743277681,0.0405715743812197,0.13836477987421383
2025-07,09.센서_메인_PC@naver_powerlink,42130,3671,64,1,0,0.0,0.017433941705257423,0.015625
2025-07,09.센서_확장_MO@naver_powerlink,7876,3688,29,0,0,0.0,0.007863340563991324,0.0
2025-07,09.센서_확장_PC@naver_powerlink,660,945,3,0,0,0.0,0.0031746031746031746,0.0
2025-07,신제품검색#1@naver_cpp_fd471,0,3362,125,0,0,,0.037180249851279,0.0
2025-07,음처기_MO@naver_powerlink,9854636,263722,3139,90,7958310,0.8075701629162153,0.011902685403568909,0.028671551449506213
2025-07,음처기_MO@naver_shoppingsearch,8807282,735339,3536,85,28776130,3.2673110728145187,0.004808666478998122,0.02403846153846154
2025-07,음처기_PC@naver_powerlink,1425809,67180,457,7,1770510,1.241758187807764,0.006802619827329563,0.015317286652078774
2025-07,음처기_PC@naver_shoppingsearch,1392556,666719,832,16,5009900,3.597629107913793,0.0012479020396898844,0.019230769230769232
2025-07,음처기공식몰MO@naver_shoppingsearch,16945434,1542556,3884,164,14961000,0.8828927013613225,0.002517898863963448,0.042224510813594233
2025-07,음처기공식몰PC@naver_shoppingsearch,2347972,1331275,817,45,4399710,1.873834100236289,0.0006136973953540779,0.05507955936352509
2025-08,00.브랜드_MO@naver_powerlink,1544598,65839,1694,628,10507510,6.802747381519334,0.0257294308844302,0.3707201889020071
2025-08,00.브랜드_PC@naver_powerlink,294151,15547,663,321,7158270,24.3353583703608,0.042644883257220045,0.4841628959276018
2025-08,00.브랜드형@naver_shoppingbrand,0,2,0,0,0,,0.0,
2025-08,00.자상호_MO@naver_shoppingsearch,18272232,479967,8568,2686,56959630,3.1172781737885114,0.01785122727187494,0.3134920634920635
2025-08,00.자상호_PC@naver_shoppingsearch,3708463,119221,1789,408,11224200,3.0266447312538913,0.015005745632061465,0.22806036892118503
2025-08,01.브랜드형_쇼검@naver_shoppingbrand,243760,382136,444,5,482520,1.9794880210042665,0.0011618900077459333,0.01126126126126126
2025-08,01.신규 자사명@naver_brandsearch,0,84375,29269,13574,251769880,0.0,0.34689185185185184,0.4637671256277973
2025-08,01.음처기_MO@naver_shoppingbrand,944570,397149,404,2,733410,0.7764485427231439,0.001017250452600913,0.0049504950495049506
2025-08,01.음처기_PC@naver_shoppingbrand,18227,53584,11,0,0,0.0,0.00020528515974917885,0.0
2025-08,01.펫_MO@naver_shoppingbrand,78606,77071,176,5,140210,1.7837060784164058,0.002283608620622543,0.028409090909090908
2025-08,01.펫_PC@naver_shoppingbrand,660,8254,2,0,0,0.0,0.000242306760358614,0.0
2025-08,01.홈카메라_메인_MO@naver_powerlink,1770626,51804,1121,212,3918420,2.2130139284072414,0.021639255655933904,0.18911685994647637
2025-08,01.홈카메라_메인_PC@naver_powerlink,57552,8381,56,0,0,0.0,0.006681780217157857,0.0
2025-08,01.홈카메라_쿠팡_MO@naver_powerlink,4240379,338246,3117,489,12298270,2.900276130977915,0.009215186580181289,0.15688161693936478
2025-08,01.홈카메라_쿠팡_PC@naver_powerlink,1304215,127808,952,98,3676200,2.8187070383334034,0.007448673009514272,0.10294117647058823
2025-08,01.홈카메라_확장_MO@naver_powerlink,431013,22792,433,82,1243700,2.885527814706285,0.018997893997894,0.18937644341801385
2025-08,01.홈카메라_확장_PC@naver_powerlink,82632,6429,106,6,232900,2.8185206699583696,0.016487789702908696,0.05660377358490566
2025-08,01.홈캠_MO@naver_shoppingsearch,8024148,264400,4620,1378,35532190,4.428157357017842,0.017473524962178518,0.2982683982683983
2025-08,01.홈캠_PC@naver_shoppingsearch,2222407,142149,1462,206,12416780,5.587086433763033,0.010284982659040865,0.1409028727770178
2025-08,01.홈캠스스_MO@naver_powerlink,270116,46818,255,6,700500,2.5933302729197827,0.0054466230936819175,0.023529411764705882
2025-08,01.홈캠스스_PC@naver_powerlink,14388,10414,27,3,311420,21.644425910480955,0.0025926637219128097,0.1111111111111111
2025-08,02.로봇청소기_메인_MO@naver_powerlink,1270654,56161,437,3,1356000,1.0671669864494977,0.00778120047719948,0.006864988558352402
2025-08,02.로봇청소기_메인_PC@naver_powerlink,409640,39708,172,1,0,0.0,0.004331620832074141,0.005813953488372093
2025-08,02.커튼_MO@naver_shoppingsearch,553267,116682,754,29,7800560,14.099087782210036,0.006462007850396805,0.038461538461538464
2025-08,02.커튼_PC@naver_shoppingsearch,454883,44749,427,8,2527600,5.556593673538031,0.009542112672908892,0.01873536299765808
2025-08,02.커튼남_MO@naver_shoppingsearch,89298,31307,93,7,229000,2.5644471320746267,0.0029705816590538856,0.07526881720430108
2025-08,02.커튼남_PC@naver_shoppingsearch,26796,5637,34,2,433000,16.159128228093746,0.006031577080007096,0.058823529411764705
2025-08,02.커튼여_MO@naver_shoppingsearch,89166,40970,98,1,248900,2.791422739609268,0.0023919941420551625,0.01020408163265306
2025-08,02.커튼여_PC@naver_shoppingsearch,10494,1073,11,0,0,0.0,0.010251630941286114,0.0
2025-08,03.반려_메인_MO@naver_powerlink,761343,49352,769,80,2754100,3.6174234215064693,0.015581941967904037,0.10403120936280884
2025-08,03.반려_메인_PC@naver_powerlink,104005,11257,137,7,47800,0.4595932887841931,0.012170205205649818,0.051094890510948905
2025-08,03.반려_확장_MO@naver_powerlink,205623,12913,240,15,242600,1.1798291047207754,0.018585921164717727,0.0625
2025-08,03.반려_확장_PC@naver_powerlink,60830,3808,69,0,0,0.0,0.018119747899159665,0.0
2025-08,03.조명_MO@naver_shoppingsearch,773256,169361,755,62,1581100,2.044730335102476,0.0044579330542450744,0.08211920529801324
